test case,benchmark name,samples,iterations,estimated,mean,low mean,high mean,std dev,low std dev,high std dev,tags,raw
generating large command graphs for N nodes - 1,expanding tree topology,100,1,16026500,159317.5300,158867.2800,159891.1200,2587.0686,2116.0790,3057.1376,"benchmark,group:command-graph","166433.0000,158188.0000,165061.0000,158709.0000,157928.0000,157577.0000,164640.0000,158980.0000,158068.0000,157717.0000,157627.0000,157968.0000,165252.0000,158689.0000,158038.0000,157807.0000,157637.0000,158158.0000,164981.0000,158359.0000,158468.0000,157867.0000,158128.0000,158329.0000,165842.0000,160192.0000,158339.0000,158248.0000,157577.0000,157437.0000,158328.0000,165362.0000,158158.0000,157527.0000,157687.0000,157026.0000,157888.0000,165051.0000,157717.0000,158489.0000,157968.0000,158298.0000,157507.0000,164199.0000,158249.0000,158248.0000,157737.0000,157908.0000,158188.0000,158298.0000,163658.0000,158068.0000,158068.0000,158088.0000,157587.0000,158469.0000,163758.0000,158319.0000,157997.0000,158749.0000,158268.0000,158499.0000,164690.0000,158759.0000,157907.0000,158499.0000,158028.0000,158208.0000,163909.0000,159290.0000,158589.0000,158399.0000,157527.0000,158398.0000,158499.0000,164500.0000,158108.0000,157397.0000,157737.0000,158839.0000,158438.0000,164520.0000,158379.0000,157907.0000,158719.0000,158719.0000,158519.0000,163588.0000,157657.0000,157898.0000,157988.0000,158378.0000,157938.0000,167446.0000,159560.0000,157738.0000,158238.0000,158899.0000,158388.0000,157948.0000"
generating large command graphs for N nodes - 1,contracting tree topology,100,1,18724700,187771.5900,187216.5400,188666.2400,3523.1652,2580.3941,5707.4825,"benchmark,group:command-graph","185931.0000,192403.0000,191481.0000,186552.0000,186933.0000,193766.0000,187123.0000,186351.0000,186693.0000,185670.0000,192944.0000,186111.0000,186131.0000,185981.0000,185761.0000,184788.0000,193475.0000,186261.0000,187183.0000,185200.0000,185610.0000,191912.0000,186291.0000,184968.0000,186382.0000,186291.0000,191260.0000,186231.0000,186181.0000,185500.0000,186061.0000,185500.0000,194637.0000,186030.0000,186030.0000,185369.0000,186532.0000,192113.0000,186572.0000,186481.0000,186461.0000,186162.0000,192904.0000,186992.0000,186662.0000,186592.0000,187263.0000,186802.0000,193615.0000,186662.0000,186452.0000,186221.0000,186231.0000,195659.0000,188335.0000,186702.0000,186010.0000,186212.0000,191952.0000,186241.0000,186131.0000,186071.0000,186031.0000,185660.0000,192122.0000,185059.0000,186161.0000,185259.0000,186552.0000,191532.0000,186892.0000,185991.0000,186632.0000,186571.0000,210036.0000,186331.0000,187744.0000,186532.0000,186582.0000,186892.0000,194938.0000,186652.0000,186882.0000,186251.0000,187022.0000,193315.0000,186542.0000,185099.0000,186322.0000,186031.0000,192052.0000,185941.0000,186402.0000,186562.0000,185830.0000,185339.0000,193816.0000,186191.0000,186191.0000,186181.0000"
generating large command graphs for N nodes - 1,wave_sim topology,100,1,93539300,935490.3200,934759.7900,937134.2100,5300.3907,2931.9249,10657.5460,"benchmark,group:command-graph","934791.0000,934801.0000,978174.0000,947304.0000,934601.0000,934390.0000,936735.0000,936083.0000,935562.0000,935351.0000,934210.0000,933288.0000,932858.0000,932636.0000,933949.0000,932356.0000,929030.0000,935983.0000,932216.0000,934521.0000,935782.0000,933768.0000,934450.0000,938898.0000,934189.0000,935412.0000,935172.0000,935943.0000,937015.0000,937296.0000,935272.0000,932957.0000,931114.0000,933278.0000,932948.0000,933308.0000,932937.0000,933058.0000,936564.0000,938177.0000,933218.0000,932156.0000,934651.0000,932316.0000,934571.0000,936774.0000,934461.0000,925663.0000,935452.0000,933379.0000,933889.0000,936093.0000,938578.0000,940071.0000,941283.0000,940261.0000,940171.0000,939530.0000,937175.0000,939119.0000,935733.0000,936113.0000,934710.0000,928900.0000,935101.0000,930963.0000,933288.0000,932867.0000,934229.0000,935171.0000,935643.0000,935542.0000,939550.0000,939239.0000,941143.0000,940141.0000,935633.0000,935452.0000,927567.0000,934270.0000,934490.0000,935151.0000,932587.0000,931094.0000,931755.0000,935101.0000,933608.0000,932947.0000,932427.0000,934390.0000,934290.0000,932316.0000,932407.0000,932987.0000,940061.0000,940321.0000,939190.0000,938598.0000,936233.0000,932636.0000"
generating large command graphs for N nodes - 1,jacobi topology,100,1,25459600,293980.4800,293386.0000,294659.8000,3242.8879,2892.4728,3654.2715,"benchmark,group:command-graph","290389.0000,291000.0000,302120.0000,302151.0000,293164.0000,293394.0000,293374.0000,298955.0000,292092.0000,293275.0000,299496.0000,293214.0000,293144.0000,298725.0000,293885.0000,292744.0000,292593.0000,299907.0000,293033.0000,293464.0000,299386.0000,294637.0000,293645.0000,294126.0000,299446.0000,292804.0000,293504.0000,299076.0000,292713.0000,292583.0000,301550.0000,292854.0000,293184.0000,293084.0000,299376.0000,294206.0000,293244.0000,299216.0000,293274.0000,294086.0000,292763.0000,299887.0000,292734.0000,291290.0000,297322.0000,291281.0000,290479.0000,297111.0000,291421.0000,291201.0000,290388.0000,298604.0000,290739.0000,291300.0000,297082.0000,291691.0000,290499.0000,291351.0000,296801.0000,291701.0000,290840.0000,297382.0000,291461.0000,289848.0000,297632.0000,291991.0000,291000.0000,291271.0000,297683.0000,291541.0000,290689.0000,297112.0000,290348.0000,291641.0000,291551.0000,298103.0000,291050.0000,291821.0000,297963.0000,291852.0000,291070.0000,296741.0000,291240.0000,291911.0000,292082.0000,298144.0000,291481.0000,290519.0000,296450.0000,290369.0000,290920.0000,290569.0000,298324.0000,291371.0000,291661.0000,297753.0000,291661.0000,291210.0000,296380.0000,293655.0000"
generating large command graphs for N nodes - 4,soup topology,100,1,196681400,1972326.1400,1971574.5600,1973223.9100,4169.4697,3412.1624,5778.2546,"benchmark,group:command-graph","1967269.0000,1970355.0000,1976216.0000,1970525.0000,1967109.0000,1968651.0000,1972730.0000,1973931.0000,1973621.0000,1962921.0000,1970816.0000,1973140.0000,1976286.0000,1974643.0000,1975414.0000,1967239.0000,1967890.0000,1969333.0000,1972920.0000,1972188.0000,1970595.0000,1972078.0000,1974092.0000,1971467.0000,1972659.0000,1969834.0000,1973320.0000,1984692.0000,1969013.0000,1969373.0000,1969833.0000,1965776.0000,1967639.0000,1973992.0000,1976035.0000,1972438.0000,1973270.0000,1972368.0000,1969403.0000,1967810.0000,1969664.0000,1971376.0000,1974392.0000,1973611.0000,1967630.0000,1971276.0000,1974022.0000,1976626.0000,1974101.0000,1971897.0000,1971467.0000,1973220.0000,1968061.0000,1964724.0000,1970976.0000,1967028.0000,1972739.0000,1975725.0000,1974983.0000,1973120.0000,1972419.0000,1970315.0000,1977768.0000,1969743.0000,1969433.0000,1974222.0000,1972078.0000,1977218.0000,1976817.0000,1974162.0000,1971738.0000,1969102.0000,1972309.0000,1973320.0000,1975374.0000,1970686.0000,1972559.0000,1967669.0000,1992516.0000,1976206.0000,1975014.0000,1975264.0000,1965726.0000,1968672.0000,1971717.0000,1969924.0000,1969794.0000,1970615.0000,1968712.0000,1977057.0000,1979392.0000,1969353.0000,1979011.0000,1977348.0000,1966458.0000,1974112.0000,1971687.0000,1976957.0000,1982117.0000,1972508.0000"
generating large command graphs for N nodes - 4,chain topology,100,1,35165200,350792.2900,350001.8100,352671.3200,5901.2577,3235.7341,12119.0268,"benchmark,group:command-graph","347978.0000,354029.0000,354159.0000,348539.0000,354621.0000,349180.0000,348259.0000,355773.0000,348599.0000,348639.0000,355602.0000,349170.0000,348709.0000,354871.0000,348479.0000,347828.0000,355452.0000,348599.0000,348839.0000,355372.0000,349060.0000,354039.0000,350223.0000,347737.0000,353980.0000,348970.0000,348349.0000,355292.0000,348138.0000,347347.0000,356043.0000,348880.0000,348439.0000,354370.0000,349030.0000,347907.0000,354600.0000,348379.0000,346185.0000,354330.0000,348309.0000,353669.0000,347196.0000,346916.0000,353258.0000,347006.0000,346886.0000,353799.0000,347237.0000,347637.0000,353008.0000,347206.0000,346996.0000,353458.0000,347557.0000,346726.0000,355082.0000,347387.0000,347216.0000,354912.0000,347607.0000,354761.0000,347036.0000,347047.0000,353869.0000,346966.0000,347758.0000,354240.0000,349030.0000,347828.0000,354620.0000,347467.0000,348068.0000,354390.0000,347327.0000,347938.0000,354210.0000,348098.0000,346915.0000,356824.0000,347998.0000,353328.0000,347948.0000,347938.0000,354190.0000,348799.0000,347657.0000,356144.0000,347286.0000,347737.0000,356144.0000,348308.0000,347487.0000,354300.0000,347387.0000,348218.0000,399526.0000,347978.0000,355593.0000,347808.0000"
generating large command graphs for N nodes - 4,expanding tree topology,100,1,36805400,367814.1300,367121.1900,368575.7000,3690.9788,3413.1406,4040.4996,"benchmark,group:command-graph","365441.0000,365000.0000,373396.0000,365992.0000,372164.0000,366383.0000,366754.0000,372274.0000,366443.0000,372795.0000,365221.0000,365261.0000,372605.0000,366052.0000,364800.0000,371984.0000,365561.0000,371894.0000,365471.0000,364329.0000,372104.0000,364880.0000,366253.0000,373256.0000,364039.0000,365271.0000,372294.0000,366082.0000,375270.0000,365712.0000,364980.0000,371443.0000,365872.0000,365902.0000,372505.0000,365210.0000,371894.0000,367254.0000,365360.0000,371843.0000,364940.0000,365481.0000,373025.0000,365421.0000,365742.0000,372515.0000,363557.0000,373777.0000,363949.0000,364159.0000,372153.0000,365411.0000,363347.0000,370781.0000,364149.0000,370421.0000,363878.0000,364189.0000,370801.0000,364870.0000,364760.0000,372425.0000,364910.0000,366303.0000,372905.0000,364900.0000,371702.0000,365040.0000,365772.0000,371693.0000,364119.0000,364860.0000,372655.0000,364920.0000,364339.0000,373186.0000,364920.0000,376993.0000,365502.0000,364048.0000,372926.0000,364269.0000,364960.0000,373456.0000,364318.0000,372043.0000,364720.0000,363678.0000,370811.0000,364379.0000,363808.0000,371232.0000,364850.0000,365822.0000,372074.0000,365712.0000,373065.0000,365602.0000,365301.0000,372625.0000"
generating large command graphs for N nodes - 4,contracting tree topology,100,1,39883200,400218.8400,399526.0200,400968.5300,3697.2101,3420.9338,4000.0741,"benchmark,group:command-graph","404245.0000,398213.0000,400478.0000,403754.0000,398584.0000,402431.0000,395888.0000,395538.0000,402060.0000,396870.0000,404526.0000,397742.0000,397001.0000,403874.0000,397673.0000,405216.0000,398614.0000,396651.0000,405637.0000,398003.0000,403914.0000,396199.0000,397933.0000,403694.0000,397652.0000,403914.0000,396931.0000,396841.0000,403133.0000,396379.0000,402230.0000,397642.0000,396830.0000,406238.0000,397182.0000,404124.0000,396821.0000,397712.0000,402782.0000,396149.0000,402682.0000,396881.0000,395247.0000,403183.0000,396831.0000,403974.0000,396480.0000,396901.0000,403524.0000,396981.0000,407150.0000,398855.0000,397592.0000,407361.0000,398373.0000,405217.0000,396811.0000,394827.0000,406689.0000,396650.0000,404926.0000,398503.0000,396750.0000,404946.0000,398083.0000,406719.0000,397642.0000,395939.0000,405888.0000,396631.0000,405948.0000,397692.0000,395388.0000,405978.0000,397432.0000,404946.0000,397162.0000,403252.0000,399074.0000,397652.0000,403954.0000,397111.0000,402862.0000,398534.0000,398433.0000,403874.0000,397552.0000,403022.0000,398404.0000,397352.0000,404856.0000,398303.0000,405568.0000,400357.0000,397512.0000,406940.0000,397893.0000,404345.0000,398544.0000,396410.0000"
generating large command graphs for N nodes - 4,wave_sim topology,100,1,190530500,1920876.3900,1918849.0600,1923375.7100,11415.5223,9122.8522,14995.2826,"benchmark,group:command-graph","1965546.0000,1910531.0000,1962770.0000,1919839.0000,1911754.0000,1916282.0000,1931752.0000,1929186.0000,1939876.0000,1914068.0000,1918827.0000,1920921.0000,1922614.0000,1922334.0000,1921311.0000,1921421.0000,1917674.0000,1911143.0000,1904359.0000,1903417.0000,1911362.0000,1922735.0000,1908447.0000,1905672.0000,1909559.0000,1908197.0000,1916963.0000,1923356.0000,1921372.0000,1925570.0000,1928645.0000,1925178.0000,1920961.0000,1916502.0000,1922875.0000,1931070.0000,1925600.0000,1921162.0000,1918075.0000,1924288.0000,1919508.0000,1917164.0000,1909650.0000,1903167.0000,1911834.0000,1905191.0000,1913768.0000,1909118.0000,1907696.0000,1912846.0000,1913196.0000,1910340.0000,1919869.0000,1910801.0000,1912696.0000,1915250.0000,1911463.0000,1905913.0000,1927353.0000,1924889.0000,1944225.0000,1925059.0000,1923957.0000,1926391.0000,1926872.0000,1927173.0000,1924909.0000,1929297.0000,1925640.0000,1931270.0000,1921072.0000,1924958.0000,1926542.0000,1928896.0000,1928225.0000,1929678.0000,1933064.0000,1929858.0000,1922263.0000,1927814.0000,1927683.0000,1925820.0000,1922784.0000,1921642.0000,1965095.0000,1921211.0000,1920130.0000,1926281.0000,1923766.0000,1919317.0000,1920069.0000,1921111.0000,1923647.0000,1926531.0000,1921082.0000,1905622.0000,1906162.0000,1897777.0000,1907165.0000,1912655.0000"
generating large command graphs for N nodes - 4,jacobi topology,100,1,62585800,641972.7900,631789.5900,661101.0000,69239.6649,44544.6310,98953.1649,"benchmark,group:command-graph","627067.0000,625955.0000,634090.0000,626847.0000,621848.0000,628640.0000,620345.0000,632297.0000,630063.0000,624282.0000,628741.0000,627598.0000,621848.0000,627658.0000,619313.0000,628410.0000,629131.0000,621567.0000,625264.0000,627568.0000,709443.0000,938288.0000,939620.0000,941534.0000,941083.0000,943287.0000,656884.0000,619623.0000,623250.0000,626336.0000,620796.0000,625905.0000,621397.0000,625073.0000,628630.0000,621566.0000,625474.0000,626005.0000,619092.0000,625364.0000,619483.0000,627969.0000,626766.0000,622919.0000,627308.0000,626686.0000,618461.0000,626596.0000,619072.0000,627118.0000,627808.0000,620254.0000,626596.0000,627718.0000,620194.0000,626786.0000,617690.0000,625384.0000,626386.0000,617239.0000,626326.0000,640974.0000,620575.0000,628740.0000,621938.0000,628450.0000,626606.0000,618040.0000,626266.0000,626706.0000,619543.0000,629141.0000,619954.0000,625865.0000,626887.0000,621977.0000,626025.0000,624803.0000,621777.0000,628871.0000,620996.0000,627368.0000,627979.0000,619533.0000,627358.0000,628550.0000,622128.0000,626767.0000,621036.0000,630233.0000,626055.0000,622228.0000,629893.0000,629281.0000,624423.0000,625925.0000,618180.0000,625834.0000,628389.0000,620044.0000"
generating large command graphs for N nodes - 16,soup topology,100,1,251741800,2524195.1800,2523174.1100,2525406.0200,5637.4447,4690.3260,7772.1282,"benchmark,group:command-graph","2526960.0000,2522933.0000,2528493.0000,2526480.0000,2521930.0000,2521870.0000,2518464.0000,2523875.0000,2513815.0000,2523404.0000,2519747.0000,2525367.0000,2523564.0000,2528673.0000,2527051.0000,2517783.0000,2521730.0000,2515769.0000,2537651.0000,2519426.0000,2532361.0000,2521089.0000,2525297.0000,2524075.0000,2526008.0000,2519235.0000,2531960.0000,2521179.0000,2526669.0000,2520158.0000,2526900.0000,2526349.0000,2526159.0000,2525478.0000,2528002.0000,2522081.0000,2518615.0000,2527591.0000,2521690.0000,2550906.0000,2521550.0000,2532040.0000,2526590.0000,2535627.0000,2515899.0000,2521079.0000,2528383.0000,2535998.0000,2530948.0000,2532861.0000,2525498.0000,2529305.0000,2521650.0000,2520608.0000,2521991.0000,2516501.0000,2519857.0000,2514356.0000,2524676.0000,2513575.0000,2525798.0000,2517613.0000,2525157.0000,2517582.0000,2530116.0000,2522251.0000,2527501.0000,2518625.0000,2523574.0000,2520548.0000,2523143.0000,2521139.0000,2528052.0000,2524055.0000,2523524.0000,2524095.0000,2525818.0000,2523734.0000,2535737.0000,2531178.0000,2514466.0000,2526459.0000,2524826.0000,2526599.0000,2521058.0000,2525116.0000,2525167.0000,2528183.0000,2515979.0000,2525136.0000,2521940.0000,2527061.0000,2519245.0000,2525517.0000,2523163.0000,2520128.0000,2521680.0000,2516561.0000,2521910.0000,2524305.0000"
generating large command graphs for N nodes - 16,chain topology,100,1,121814900,1214790.0300,1214076.1800,1215604.0300,3889.3929,3349.8637,4666.9850,"benchmark,group:command-graph","1215593.0000,1213219.0000,1220452.0000,1212849.0000,1218799.0000,1211335.0000,1211525.0000,1212889.0000,1213729.0000,1220322.0000,1215303.0000,1215343.0000,1212327.0000,1217477.0000,1214311.0000,1214542.0000,1213860.0000,1212918.0000,1218589.0000,1213539.0000,1214982.0000,1214532.0000,1210964.0000,1216445.0000,1210614.0000,1211185.0000,1211435.0000,1219361.0000,1211185.0000,1210814.0000,1209502.0000,1212017.0000,1218930.0000,1211756.0000,1211796.0000,1211356.0000,1208710.0000,1217467.0000,1210664.0000,1214411.0000,1209732.0000,1212938.0000,1223278.0000,1210714.0000,1210523.0000,1208991.0000,1217487.0000,1212247.0000,1212737.0000,1211145.0000,1211175.0000,1217857.0000,1216665.0000,1216295.0000,1212487.0000,1209192.0000,1217196.0000,1209552.0000,1212127.0000,1228147.0000,1218920.0000,1214201.0000,1210464.0000,1212297.0000,1209672.0000,1219621.0000,1216405.0000,1214472.0000,1213589.0000,1210063.0000,1220443.0000,1212508.0000,1212347.0000,1211726.0000,1218980.0000,1215523.0000,1213309.0000,1217698.0000,1216926.0000,1223849.0000,1215573.0000,1214041.0000,1215353.0000,1219621.0000,1217748.0000,1218759.0000,1213129.0000,1216806.0000,1225161.0000,1213770.0000,1215544.0000,1214581.0000,1213910.0000,1225091.0000,1214441.0000,1215534.0000,1214521.0000,1222597.0000,1214701.0000,1217577.0000"
generating large command graphs for N nodes - 16,expanding tree topology,100,1,75663500,755793.8400,754978.0300,756546.4800,3994.0407,3492.9848,4603.5379,"benchmark,group:command-graph","751944.0000,759218.0000,753547.0000,759939.0000,758136.0000,759769.0000,756954.0000,765069.0000,761803.0000,762053.0000,753667.0000,760530.0000,760851.0000,760681.0000,755360.0000,761602.0000,764879.0000,759799.0000,751573.0000,758977.0000,759118.0000,760961.0000,752495.0000,758948.0000,759448.0000,756373.0000,758336.0000,751183.0000,759408.0000,756142.0000,759268.0000,751934.0000,754819.0000,754458.0000,756873.0000,750842.0000,758096.0000,756723.0000,756072.0000,748728.0000,756754.0000,756302.0000,757625.0000,749269.0000,758397.0000,759598.0000,756152.0000,749760.0000,755160.0000,756813.0000,757574.0000,749139.0000,757014.0000,755401.0000,756883.0000,750230.0000,754229.0000,752916.0000,755110.0000,745903.0000,755851.0000,756903.0000,755100.0000,746133.0000,757524.0000,759018.0000,757484.0000,750000.0000,756463.0000,756603.0000,757184.0000,748798.0000,756864.0000,758346.0000,758447.0000,758125.0000,748477.0000,758747.0000,758858.0000,757073.0000,750040.0000,756032.0000,754960.0000,752916.0000,746694.0000,754960.0000,754139.0000,754418.0000,749469.0000,757124.0000,756122.0000,758527.0000,750000.0000,755721.0000,755411.0000,755340.0000,747005.0000,754579.0000,756764.0000,760360.0000"
generating large command graphs for N nodes - 16,contracting tree topology,100,1,83518800,835883.4800,835217.4700,836681.9800,3713.2174,2886.7065,5484.0871,"benchmark,group:command-graph","834170.0000,835002.0000,848547.0000,839049.0000,836093.0000,835061.0000,828029.0000,836795.0000,836685.0000,838167.0000,838367.0000,839289.0000,831344.0000,838208.0000,838108.0000,837837.0000,839390.0000,836134.0000,831174.0000,839120.0000,838007.0000,834992.0000,837807.0000,835222.0000,834551.0000,830763.0000,835632.0000,836294.0000,835051.0000,837566.0000,837847.0000,830443.0000,837116.0000,834911.0000,838227.0000,835313.0000,837296.0000,830623.0000,836935.0000,836855.0000,836084.0000,838197.0000,837877.0000,829090.0000,840212.0000,837817.0000,836785.0000,836003.0000,835211.0000,830162.0000,836745.0000,836314.0000,835152.0000,834110.0000,837857.0000,829901.0000,836794.0000,838177.0000,836124.0000,835222.0000,855741.0000,830664.0000,839119.0000,836745.0000,834902.0000,836595.0000,839169.0000,827548.0000,835412.0000,838008.0000,835212.0000,836785.0000,834771.0000,829141.0000,838238.0000,836795.0000,836504.0000,836915.0000,835532.0000,830322.0000,836024.0000,838057.0000,836103.0000,838388.0000,836043.0000,836755.0000,830343.0000,835142.0000,834571.0000,836705.0000,833970.0000,834881.0000,828369.0000,836504.0000,836334.0000,836485.0000,836154.0000,835713.0000,829100.0000,836735.0000"
generating large command graphs for N nodes - 16,wave_sim topology,100,1,356792000,3544415.1700,3531574.3700,3581486.2800,98688.2243,15041.1493,210921.0300,"benchmark,group:command-graph","3538339.0000,3508461.0000,3557805.0000,3552074.0000,3544861.0000,3540272.0000,3549199.0000,3542967.0000,3536695.0000,3539761.0000,3529121.0000,3512519.0000,3519262.0000,3511918.0000,3523320.0000,3511116.0000,3530543.0000,3532397.0000,3517579.0000,3525173.0000,3512510.0000,3523079.0000,3537226.0000,3550682.0000,3555631.0000,3540282.0000,3512700.0000,3518881.0000,3507239.0000,3520494.0000,3532668.0000,3543358.0000,3537887.0000,3547716.0000,3562604.0000,3539089.0000,3547666.0000,3536545.0000,3542757.0000,3542887.0000,3542977.0000,3532908.0000,3530814.0000,3529041.0000,3531736.0000,4402988.0000,3990786.0000,3515155.0000,3507219.0000,3515936.0000,3520875.0000,3541474.0000,3567424.0000,3537226.0000,3549249.0000,3542476.0000,3537487.0000,3537717.0000,3532197.0000,3520504.0000,3519783.0000,3514943.0000,3530803.0000,3518160.0000,3515485.0000,3503683.0000,3528369.0000,3515194.0000,3540392.0000,3543348.0000,3545011.0000,3545221.0000,3536756.0000,3546113.0000,3542436.0000,3542887.0000,3535793.0000,3539511.0000,3532808.0000,3541584.0000,3535473.0000,3511678.0000,3513832.0000,3521406.0000,3538829.0000,3529882.0000,3541073.0000,3508492.0000,3508882.0000,3524352.0000,3524362.0000,3534260.0000,3538098.0000,3505797.0000,3518280.0000,3511788.0000,3510616.0000,3510125.0000,3547616.0000,3546924.0000"
